file_hash_md5,file_hash_sha256,file_internalname,grand_process_path,source_commandline,source_process_path,target_commandline,target_process_path,client_id,Customer,Product,platform_family,TimeStamp
1f6ac2124c32e55dca4ed5d8f5d88549,fce24a5a766cf364085b6920653382eadc25e183df5b6dcef33d75a126533267,,,"""C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe"" -sMSSQLSERVER",C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,"/operation:execute /v:6,15.0.4460.4 /Guid:0452fed9-79f8-4e0f-97f8-20f8fa3dde8c /OperationID:18668 /ProjectID:4 /VersionID:11 /DatabaseName:""SSISDB"" /ServerName:SQL168VDC2019",C:\Program Files\Microsoft SQL Server\150\DTS\Binn\ISServerExec.exe,['143084A37E089AF76EFE2BDC96451F80B8D71426'],['vinatao'],['EDR'],[],1780108263
1f6ac2124c32e55dca4ed5d8f5d88549,fce24a5a766cf364085b6920653382eadc25e183df5b6dcef33d75a126533267,,,"""C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe"" -sMSSQLSERVER",C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,"/operation:execute /v:6,15.0.4460.4 /Guid:1453f86c-408b-4d2a-b99b-f21f55f2d5ab /OperationID:18666 /ProjectID:4 /VersionID:11 /DatabaseName:""SSISDB"" /ServerName:SQL168VDC2019",C:\Program Files\Microsoft SQL Server\150\DTS\Binn\ISServerExec.exe,['143084A37E089AF76EFE2BDC96451F80B8D71426'],['vinatao'],['EDR'],[],1780107663
1f6ac2124c32e55dca4ed5d8f5d88549,fce24a5a766cf364085b6920653382eadc25e183df5b6dcef33d75a126533267,,,"""C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe"" -sMSSQLSERVER",C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,"/operation:execute /v:6,15.0.4460.4 /Guid:1686489f-f607-49c8-ae00-b634f681e947 /OperationID:18652 /ProjectID:4 /VersionID:11 /DatabaseName:""SSISDB"" /ServerName:SQL168VDC2019",C:\Program Files\Microsoft SQL Server\150\DTS\Binn\ISServerExec.exe,['143084A37E089AF76EFE2BDC96451F80B8D71426'],['vinatao'],['EDR'],[],1780103463
1f6ac2124c32e55dca4ed5d8f5d88549,fce24a5a766cf364085b6920653382eadc25e183df5b6dcef33d75a126533267,,,"""C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe"" -sMSSQLSERVER",C:\Program Files\Microsoft SQL Server\MSSQL15.MSSQLSERVER\MSSQL\Binn\sqlservr.exe,"/operation:execute /v:6,15.0.4460.4 /Guid:1a5ceeef-87b7-41fd-9e53-f768c82173dd /OperationID:18704 /ProjectID:4 /VersionID:11 /DatabaseName:""SSISDB"" /ServerName:SQL168VDC2019",C:\Program Files\Microsoft SQL Server\150\DTS\Binn\ISServerExec.exe,['143084A37E089AF76EFE2BDC96451F80B8D71426'],['vinatao'],['EDR'],[],1780119902
